%"phi","phi_dot","elevations","pressure","dphi_dn","fluid_vel_x","fluid_vel_y","fluid_vel_z","nodes_vel_x","nodes_vel_y","nodes_vel_z","break_wave_press","comp_1","comp_2","comp_3","comp_4","iges_normals_x","iges_normals_y","iges_normals_z","Points:0","Points:1","Points:2"
0.002302454,-0.00241266,1.485505e-05,105188.2,0,2.097464,3.877335e-05,6.895242e-05,0,0,0,0,2254.864,-2254.864,105185.7,2.473218,0,0,0,34.19355,0.46904,-10.45976
0.002156527,-0.002390348,1.703257e-15,114621.8,0,2.097466,-2.480866e-07,6.253706e-05,0,0,0,0,2254.864,-2254.864,114619.4,2.450346,0,0,0,34.19355,0.46904,-11.39785
0.001450816,-0.005972707,0.000795987,-2.069716,0,2.097539,3.640208e-05,-0.0007225587,0,0,0,0,2254.864,-2254.864,-8.004629,6.122623,0,0,0,34.19355,0.46904,0.000795987
-0.00333629,0.001269161,0,114618.1,0,2.097453,-6.60231e-08,4.122007e-08,0,0,0,0,2254.864,-2254.864,114619.4,-1.301017,0,0,0,-34.19355,0.46904,-11.39785
-0.003335351,0.001572007,-0.0001621331,0.01436803,0,2.097454,-1.805909e-06,3.7102e-06,0,0,0,0,2254.864,-2254.864,1.630448,-1.611464,0,0,0,-34.19355,0.46904,-0.0001621331
0.0004284321,-0.001430972,2.923998e-16,114620.8,0,2.097515,-8.51829e-07,1.427855e-20,0,0,0,0,2254.864,-2255,114619.4,1.466889,0,0,0,10.82225,0.46904,-11.39785
-0.0001927953,-0.001107811,1.922557e-15,114620.3,0,2.097582,-1.673379e-06,-3.553501e-20,0,0,0,0,2254.864,-2255.144,114619.4,1.135617,0,0,0,3.031821,0.46904,-11.39785
0.001034187,-0.001609325,-7.309996e-17,114620.9,0,2.097541,-3.452805e-07,1.696726e-06,0,0,0,0,2254.864,-2255.056,114619.4,1.649719,0,0,0,18.61269,0.46904,-11.39785
-0.001017381,-0.000801532,2.923998e-16,114619.5,0,2.097792,5.242202e-07,-4.23933e-20,0,0,0,0,2254.864,-2255.594,114619.4,0.8216504,0,0,0,-3.715837e-17,0.46904,-11.39785
-0.001795566,-0.0004992411,2.923998e-16,114619.5,0,2.097655,1.658317e-06,4.382485e-20,0,0,0,0,2254.864,-2255.3,114619.4,0.5117721,0,0,0,-2.667104,0.46904,-11.39785
