%x,5512
-0.00462598,0.00838323
0.000681024,0.0127246
0.00870381,0.0181138
0.0210702,0.0202096
0.0307706,0.0203593
0.040579,0.0185629
0.0615579,0.0154192
0.0812411,0.0106287
0.102261,0.00673653
0.120475,0.00344311
0.140033,0.000898204
0.160929,-0.000748503
0.181742,-0.000898204
0.20111,0
0.241315,0.000299401
0.281495,0.0010479
0.32175,0.000449102
0.361972,0.000449102
0.399437,0.000149701
0.439659,0.000149701
0.479914,-0.000449102
0.520128,-0.000299401
0.561728,-0.000149701
0.600588,-0.000598802
0.64081,-0.000598802
0.68104,-0.000748503
0.721262,-0.000748503
0.761476,-0.000598802
0.801656,0.000149701
0.822452,0.000299401
0.84187,0.000299401
0.862641,0.000898204
0.880646,0.00134731
0.900022,0.00209581
0.920794,0.00269461
0.94017,0.00344311
0.960941,0.00404192
0.98035,0.00419162
0.997043,0.00329341
