%x,2340
-0.000988315,0.0178144
0.0252477,0.0199102
0.0503376,0.0176647
0.0755106,0.0139222
0.102178,0.00823353
0.124644,0.00329341
0.151121,0.0010479
0.176177,-0.000598802
0.201093,0.000299401
0.22605,0.000449102
0.250974,0.0011976
0.275898,0.00194611
0.300913,0.0010479
0.327207,0.00209581
0.352172,0.00209581
0.374364,0.00209581
0.399387,0.0010479
0.425731,0.0011976
0.450705,0.0010479
0.47567,0.0010479
0.500652,0.000748503
0.525651,0.000149701
0.550616,0.000149701
0.575589,0
0.60195,-0.000149701
0.625578,-0.0010479
0.651931,-0.0010479
0.675501,-0.000898204
0.701836,-0.000598802
0.726793,-0.000449102
0.75175,-0.000299401
0.776682,0.000299401
0.801648,0.000299401
0.826588,0.000748503
0.85152,0.00134731
0.924946,0.00284431
0.95124,0.00389222
0.976181,0.00434132
